,original index in excel,y1,y2,y1_pred,y2_pred,y1_predVar,y2_predVar,iter
144,144,0.065647417,0.573200986,0.07966460248686254,0.8110754650406347,0.10101124876609568,1.042854386588384,0
145,145,0.093817871,2.45285357093003,0.1026615199820446,2.1067734617125744,0.10338225328865841,1.0331703099432707,0
146,146,0.075295866,0.625310166792481,0.0816546959470968,0.7252745574566251,0.10465081391457817,1.0309425802082757,0
147,147,0.139719563,1.40322579095694,0.13485737054457655,1.324518276366023,0.10089945034539616,1.042774647915089,0
148,148,0.141805973,0.255707193206211,0.1220590187100962,0.34449977368610574,0.10242111820475154,1.0400344468340612,0
149,149,0.151119216,0.70967741151845,0.13016302980883374,0.9277195933769724,0.10069412730091166,1.0457205569696644,0
150,150,0.073660001,0.678660042133903,0.11941299883057152,0.8517412547033063,0.09972107868044118,1.045325455601023,0
151,151,0.130344269,1.48014886703061,0.10519334637290359,1.4334064386603758,0.1032637959852877,1.0356086747957183,0
152,152,0.124524527,2.0161290099956,0.1083268416397712,1.8310382451326137,0.10450187033279777,1.0317189939327278,0
153,153,0.35091202,0.70967741151845,0.21379368304001606,0.9589059121584567,0.0995077857422493,1.0539201061513264,0
154,154,0.133271563,0.172456573778085,0.12023483129813727,0.3201295409130809,0.10239613861484874,1.0401833630714754,0
155,155,0.069169464,1.5223324893936,0.09143982301797281,1.4155153250317496,0.10287560603451255,1.038255007582026,0
156,156,0.104066045,1.53846152147356,0.15215050248803166,1.3318629341342296,0.0985457394152935,1.0688345366531367,0
157,157,0.125196892,0.666253094380084,0.10729327644789255,0.8057824015238619,0.10430144613303755,1.0332927598153616,0
158,158,0.083440088,0.949131503167158,0.08649280759700578,0.9585305104234643,0.10340531327277176,1.0333157321723891,0
159,159,0.062411699,1.8101736772822,0.07764630672638159,1.6879748089370827,0.1044857693481152,1.0316746112593174,0
160,,,,0.11191763995111678,1.0073839155457989,0.11341946242682327,0.7684746543141101,1
161,,,,0.10910144586756675,1.0615226153118564,0.11700271061178322,0.7385420655358861,1
162,,,,0.08633423796932502,0.9705718404800623,0.11507090170010043,0.7579745661934117,1
